#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GATA5	HAND2	9940.ENSOARP00000013638	9940.ENSOARP00000016468	0	0	0	0	0.118	0.095	0.155	0.523	0.635
GGCX	SMAD9	9940.ENSOARP00000022044	9940.ENSOARP00000011036	0	0	0	0	0	0.103	0.144	0.284	0.402
GIPC2	NRP1	9940.ENSOARP00000014352	9940.ENSOARP00000018770	0	0	0	0	0	0.166	0	0.459	0.530
GLDC	NDUFV2	9940.ENSOARP00000014664	9940.ENSOARP00000000921	0	0.394	0	0	0.111	0	0	0	0.438
GLDC	RNF125	9940.ENSOARP00000014664	9940.ENSOARP00000006559	0	0	0	0	0.361	0	0	0.202	0.468
GLDC	TNS3	9940.ENSOARP00000014664	9940.ENSOARP00000013434	0	0	0	0	0	0.043	0	0.401	0.402
GLDC	GART	9940.ENSOARP00000014664	9940.ENSOARP00000014076	0.070	0	0	0	0.882	0	0	0.621	0.954
GMPPA	POLE	9940.ENSOARP00000021694	9940.ENSOARP00000011413	0	0	0	0	0	0	0	0.481	0.481
GMPPA	MAT2B	9940.ENSOARP00000021694	9940.ENSOARP00000015175	0.065	0	0	0	0.276	0.055	0.273	0.147	0.530
GOSR1	ATAD1	9940.ENSOARP00000011721	9940.ENSOARP00000015129	0	0	0	0	0.111	0.151	0.330	0.059	0.460
GOSR1	DENND5A	9940.ENSOARP00000011721	9940.ENSOARP00000014013	0	0	0	0	0	0	0	0.478	0.478
GOSR1	UBE2J1	9940.ENSOARP00000011721	9940.ENSOARP00000013672	0	0	0	0	0.079	0	0	0.766	0.776
GPR63	EPSTI1	9940.ENSOARP00000021459	9940.ENSOARP00000007966	0	0	0	0	0	0	0	0.480	0.480
GSPT1	PARP9	9940.ENSOARP00000007603	9940.ENSOARP00000021637	0	0	0	0	0	0	0	0.482	0.482
GSPT1	PRKDC	9940.ENSOARP00000007603	9940.ENSOARP00000012785	0	0	0	0	0	0.350	0	0.237	0.482
GSPT1	UPF2	9940.ENSOARP00000007603	9940.ENSOARP00000015653	0	0	0	0	0	0.224	0	0.387	0.503
GTF2E1	PCF11	9940.ENSOARP00000021427	9940.ENSOARP00000005974	0	0	0	0	0.088	0	0.573	0	0.593
GTF2E1	TAF4B	9940.ENSOARP00000021427	9940.ENSOARP00000007556	0	0	0	0	0	0.345	0.687	0	0.786
GTF2E1	UBXN7	9940.ENSOARP00000021427	9940.ENSOARP00000021832	0	0	0	0	0.087	0.455	0.347	0.149	0.686
HAND2	EDNRA	9940.ENSOARP00000016468	9940.ENSOARP00000008763	0	0	0	0	0.066	0	0	0.482	0.496
HAND2	GATA5	9940.ENSOARP00000016468	9940.ENSOARP00000013638	0	0	0	0	0.118	0.095	0.155	0.523	0.635
HAND2	MYOCD	9940.ENSOARP00000016468	9940.ENSOARP00000016627	0	0	0	0	0.148	0	0	0.624	0.666
HBEGF	NRG1	9940.ENSOARP00000018804	9940.ENSOARP00000000211	0	0	0	0	0	0	0.280	0.438	0.578
HBEGF	LRP2	9940.ENSOARP00000018804	9940.ENSOARP00000003860	0	0	0	0	0	0	0.372	0.092	0.405
HBEGF	FST	9940.ENSOARP00000018804	9940.ENSOARP00000008709	0	0	0	0	0	0	0	0.403	0.403
HBEGF	TGFA	9940.ENSOARP00000018804	9940.ENSOARP00000011905	0	0	0	0.675	0	0	0.407	0.515	0.700
HBEGF	EGFR	9940.ENSOARP00000018804	9940.ENSOARP00000014758	0	0	0	0	0	0.540	0.991	0.945	0.999
HBEGF	SH3KBP1	9940.ENSOARP00000018804	9940.ENSOARP00000016157	0	0	0	0	0.089	0	0.510	0	0.534
HBEGF	ADAM17	9940.ENSOARP00000018804	9940.ENSOARP00000016274	0	0	0	0	0	0	0.095	0.672	0.690
HBEGF	FGF7	9940.ENSOARP00000018804	9940.ENSOARP00000022568	0	0	0	0	0	0	0	0.427	0.427
HBEGF	MXD1	9940.ENSOARP00000018804	9940.ENSOARP00000021203	0	0	0	0	0.068	0	0	0.416	0.432
HBEGF	CD44	9940.ENSOARP00000018804	9940.ENSOARP00000020204	0	0	0	0	0	0.139	0	0.609	0.649
HERC5	STAT2	9940.ENSOARP00000000543	9940.ENSOARP00000009831	0	0	0	0	0.104	0	0.178	0.287	0.429
HERC5	CMPK2	9940.ENSOARP00000000543	9940.ENSOARP00000015697	0	0	0	0	0.117	0	0	0.404	0.451
HERC5	CXCL10	9940.ENSOARP00000000543	9940.ENSOARP00000017841	0	0	0	0	0.097	0	0	0.438	0.471
HERC5	PARP9	9940.ENSOARP00000000543	9940.ENSOARP00000021637	0	0	0	0	0.166	0	0	0.445	0.517
HERC5	ADAR	9940.ENSOARP00000000543	9940.ENSOARP00000003137	0	0	0	0	0.081	0	0	0.601	0.617
HERC5	TRIM25	9940.ENSOARP00000000543	9940.ENSOARP00000007514	0	0	0	0	0.053	0.043	0.407	0.493	0.691
HERC5	EIF2AK2	9940.ENSOARP00000000543	9940.ENSOARP00000010460	0	0	0	0	0.151	0	0.510	0.427	0.741
HERC5	EPSTI1	9940.ENSOARP00000000543	9940.ENSOARP00000007966	0	0	0	0	0.185	0	0	0.703	0.747
HERC5	IFIH1	9940.ENSOARP00000000543	9940.ENSOARP00000006578	0	0	0	0	0.198	0	0.200	0.689	0.783
HERC5	UBA7	9940.ENSOARP00000000543	9940.ENSOARP00000012874	0	0	0	0	0.110	0.047	0.510	0.578	0.801
HIF1AN	SH3KBP1	9940.ENSOARP00000016544	9940.ENSOARP00000016157	0	0	0	0	0	0	0	0.552	0.552
HIP1	SNX9	9940.ENSOARP00000014160	9940.ENSOARP00000004588	0	0	0	0	0	0	0.369	0.210	0.480
HIP1	SNX1	9940.ENSOARP00000014160	9940.ENSOARP00000022306	0	0	0	0	0.066	0.104	0.407	0.112	0.500
HIP1	CASP8	9940.ENSOARP00000014160	9940.ENSOARP00000018175	0	0	0	0	0	0.143	0.800	0	0.821
HIVEP2	FBXW11	9940.ENSOARP00000001566	9940.ENSOARP00000003880	0	0	0	0	0	0.446	0.054	0	0.453
HMOX1	HSPA1A	9940.ENSOARP00000019836	9940.ENSOARP00000009461	0	0	0	0	0.090	0	0	0.397	0.427
HMOX1	STAT2	9940.ENSOARP00000019836	9940.ENSOARP00000009831	0	0	0	0	0	0	0.070	0.663	0.673
HMOX1	ICAM1	9940.ENSOARP00000019836	9940.ENSOARP00000016801	0	0	0	0	0	0	0	0.588	0.588
HMOX1	CASP8	9940.ENSOARP00000019836	9940.ENSOARP00000018175	0	0	0	0	0	0	0	0.572	0.572
HMOX1	LOC101114226	9940.ENSOARP00000019836	9940.ENSOARP00000019646	0	0	0	0	0	0	0	0.426	0.426
HNRNPD	HSPA8	9940.ENSOARP00000000592	9940.ENSOARP00000000124	0	0	0	0	0.110	0.109	0.351	0.087	0.467
HNRNPD	HSPA1A	9940.ENSOARP00000000592	9940.ENSOARP00000009461	0	0	0	0	0.110	0.109	0.284	0.087	0.412
HNRNPD	UBC	9940.ENSOARP00000000592	9940.ENSOARP00000019508	0	0	0	0	0.089	0.143	0.407	0.047	0.499
HPCAL1	NT5C3A	9940.ENSOARP00000016537	9940.ENSOARP00000006962	0	0	0	0	0	0	0	0.477	0.477
HSPA1A	HSPA8	9940.ENSOARP00000009461	9940.ENSOARP00000000124	0	0	0.049	0.983	0.367	0	0.562	0.232	0.770
HSPA1A	HNRNPD	9940.ENSOARP00000009461	9940.ENSOARP00000000592	0	0	0	0	0.110	0.109	0.284	0.087	0.412
HSPA1A	BAG3	9940.ENSOARP00000009461	9940.ENSOARP00000003221	0	0	0	0	0.067	0.484	0.245	0.742	0.894
HSPA1A	MUC1	9940.ENSOARP00000009461	9940.ENSOARP00000004043	0	0	0	0	0	0.113	0.066	0.398	0.457
HSPA1A	DNAJB1	9940.ENSOARP00000009461	9940.ENSOARP00000005841	0.041	0	0.472	0	0.210	0.266	0.245	0.568	0.881
HSPA1A	CASP8	9940.ENSOARP00000009461	9940.ENSOARP00000018175	0	0	0	0	0	0.084	0	0.382	0.409
HSPA1A	HMOX1	9940.ENSOARP00000009461	9940.ENSOARP00000019836	0	0	0	0	0.090	0	0	0.397	0.427
HSPA1A	EGFR	9940.ENSOARP00000009461	9940.ENSOARP00000014758	0	0	0	0	0.051	0.226	0	0.408	0.527
HSPA1A	UBC	9940.ENSOARP00000009461	9940.ENSOARP00000019508	0	0	0	0	0.111	0.164	0.324	0.174	0.529
HSPA1A	HSPA4L	9940.ENSOARP00000009461	9940.ENSOARP00000017122	0	0	0.136	0.772	0.177	0.276	0.245	0.118	0.595
HSPA1A	HSPH1	9940.ENSOARP00000009461	9940.ENSOARP00000012602	0	0	0.150	0.735	0.187	0.276	0.245	0.135	0.613
HSPA1A	LOC106990104	9940.ENSOARP00000009461	9940.ENSOARP00000018262	0.062	0	0	0	0.350	0.118	0	0.394	0.630
HSPA1A	DNAJA1	9940.ENSOARP00000009461	9940.ENSOARP00000010281	0.041	0	0.426	0	0.210	0.266	0.244	0.388	0.817
HSPA1A	DNAJB4	9940.ENSOARP00000009461	9940.ENSOARP00000014285	0.041	0	0.457	0	0.210	0.266	0.245	0.603	0.888
HSPA4L	HSPA8	9940.ENSOARP00000017122	9940.ENSOARP00000000124	0	0	0.141	0.757	0.177	0.276	0.300	0.155	0.642
HSPA4L	BAG3	9940.ENSOARP00000017122	9940.ENSOARP00000003221	0	0	0	0	0.059	0.505	0.394	0.274	0.767
HSPA4L	CHORDC1	9940.ENSOARP00000017122	9940.ENSOARP00000003415	0	0	0	0	0.134	0.049	0	0.333	0.402
HSPA4L	DNAJB1	9940.ENSOARP00000017122	9940.ENSOARP00000005841	0.041	0	0.320	0	0.210	0.279	0.161	0.302	0.731
HSPA4L	HSPA6	9940.ENSOARP00000017122	9940.ENSOARP00000007992	0	0	0.143	0.755	0.177	0.276	0.245	0.118	0.598
HSPA4L	HSPA1A	9940.ENSOARP00000017122	9940.ENSOARP00000009461	0	0	0.136	0.772	0.177	0.276	0.245	0.118	0.595
HSPA4L	DNAJA1	9940.ENSOARP00000017122	9940.ENSOARP00000010281	0.041	0	0.236	0	0.210	0.186	0.159	0.471	0.741
HSPA4L	HSPH1	9940.ENSOARP00000017122	9940.ENSOARP00000012602	0	0	0.062	0.956	0.144	0	0.923	0	0.933
HSPA4L	DNAJB4	9940.ENSOARP00000017122	9940.ENSOARP00000014285	0.041	0	0.307	0	0.210	0.279	0.161	0.458	0.788
HSPA4L	UBC	9940.ENSOARP00000017122	9940.ENSOARP00000019508	0	0	0	0	0.102	0.164	0.133	0.284	0.471
HSPA4L	LOC106990104	9940.ENSOARP00000017122	9940.ENSOARP00000018262	0.062	0	0	0	0.350	0.118	0	0.388	0.626
HSPA6	HSPA8	9940.ENSOARP00000007992	9940.ENSOARP00000000124	0	0	0.051	0.979	0.197	0	0.530	0.138	0.650
HSPA6	BAG3	9940.ENSOARP00000007992	9940.ENSOARP00000003221	0	0	0	0	0.067	0.484	0.245	0.576	0.825
HSPA6	DNAJB1	9940.ENSOARP00000007992	9940.ENSOARP00000005841	0.041	0	0.476	0	0.210	0.266	0.245	0.663	0.908
HSPA6	TYSND1	9940.ENSOARP00000007992	9940.ENSOARP00000006272	0.052	0	0	0	0.126	0.103	0	0.341	0.445
HSPA6	LOC106990104	9940.ENSOARP00000007992	9940.ENSOARP00000018262	0.062	0	0	0	0.350	0.118	0	0.206	0.515
HSPA6	UBC	9940.ENSOARP00000007992	9940.ENSOARP00000019508	0	0	0	0	0.111	0.164	0.324	0.174	0.529
HSPA6	HSPA4L	9940.ENSOARP00000007992	9940.ENSOARP00000017122	0	0	0.143	0.755	0.177	0.276	0.245	0.118	0.598
HSPA6	HSPH1	9940.ENSOARP00000007992	9940.ENSOARP00000012602	0	0	0.146	0.748	0.187	0.276	0.245	0.135	0.611
HSPA6	DNAJA1	9940.ENSOARP00000007992	9940.ENSOARP00000010281	0.041	0	0.419	0	0.210	0.266	0.244	0.359	0.807
HSPA6	DNAJB4	9940.ENSOARP00000007992	9940.ENSOARP00000014285	0.041	0	0.461	0	0.210	0.266	0.245	0.571	0.880
HSPA8	TUBB	9940.ENSOARP00000000124	9940.ENSOARP00000012463	0	0	0	0	0.094	0.209	0	0.254	0.418
HSPA8	HNRNPD	9940.ENSOARP00000000124	9940.ENSOARP00000000592	0	0	0	0	0.110	0.109	0.351	0.087	0.467
HSPA8	ESYT1	9940.ENSOARP00000000124	9940.ENSOARP00000010981	0	0	0	0	0	0	0.074	0.490	0.508
HSPA8	UBC	9940.ENSOARP00000000124	9940.ENSOARP00000019508	0	0	0	0	0.111	0.164	0.407	0.136	0.568
HSPA8	LOC106990104	9940.ENSOARP00000000124	9940.ENSOARP00000018262	0.062	0	0	0	0.350	0.118	0	0.340	0.597
HSPA8	HSPA4L	9940.ENSOARP00000000124	9940.ENSOARP00000017122	0	0	0.141	0.757	0.177	0.276	0.300	0.155	0.642
HSPA8	HSPA6	9940.ENSOARP00000000124	9940.ENSOARP00000007992	0	0	0.051	0.979	0.197	0	0.530	0.138	0.650
HSPA8	HSPA1A	9940.ENSOARP00000000124	9940.ENSOARP00000009461	0	0	0.049	0.983	0.367	0	0.562	0.232	0.770
HSPA8	DNAJA1	9940.ENSOARP00000000124	9940.ENSOARP00000010281	0.041	0	0.420	0	0.210	0.266	0.258	0.299	0.793
HSPA8	HSPH1	9940.ENSOARP00000000124	9940.ENSOARP00000012602	0	0	0.154	0.725	0.569	0.276	0.258	0.135	0.799
HSPA8	DNAJB4	9940.ENSOARP00000000124	9940.ENSOARP00000014285	0.041	0	0.456	0	0.210	0.266	0.245	0.413	0.834
HSPA8	DNAJB1	9940.ENSOARP00000000124	9940.ENSOARP00000005841	0.041	0	0.463	0	0.210	0.266	0.245	0.579	0.883
HSPA8	BAG3	9940.ENSOARP00000000124	9940.ENSOARP00000003221	0	0	0	0	0.067	0.484	0.504	0.758	0.934
HSPH1	HSPA8	9940.ENSOARP00000012602	9940.ENSOARP00000000124	0	0	0.154	0.725	0.569	0.276	0.258	0.135	0.799
HSPH1	BAG3	9940.ENSOARP00000012602	9940.ENSOARP00000003221	0	0	0	0	0.111	0.505	0.394	0.232	0.767
HSPH1	CHORDC1	9940.ENSOARP00000012602	9940.ENSOARP00000003415	0	0	0	0	0.467	0.049	0	0.147	0.529
HSPH1	DNAJB1	9940.ENSOARP00000012602	9940.ENSOARP00000005841	0.041	0	0.322	0	0.210	0.279	0.161	0.481	0.801
HSPH1	HSPA6	9940.ENSOARP00000012602	9940.ENSOARP00000007992	0	0	0.146	0.748	0.187	0.276	0.245	0.135	0.611
HSPH1	HSPA1A	9940.ENSOARP00000012602	9940.ENSOARP00000009461	0	0	0.150	0.735	0.187	0.276	0.245	0.135	0.613
HSPH1	DNAJA1	9940.ENSOARP00000012602	9940.ENSOARP00000010281	0.041	0	0.236	0	0.422	0.186	0.159	0.169	0.702
HSPH1	LOC106990104	9940.ENSOARP00000012602	9940.ENSOARP00000018262	0.062	0	0	0	0.350	0.118	0	0.180	0.500
HSPH1	DNAJB4	9940.ENSOARP00000012602	9940.ENSOARP00000014285	0.041	0	0.286	0	0.210	0.568	0.161	0.522	0.884
HSPH1	HSPA4L	9940.ENSOARP00000012602	9940.ENSOARP00000017122	0	0	0.062	0.956	0.144	0	0.923	0	0.933
ICAM1	W5NPL3_SHEEP	9940.ENSOARP00000016801	9940.ENSOARP00000000103	0	0	0	0	0	0	0	0.486	0.486
ICAM1	TNFAIP3	9940.ENSOARP00000016801	9940.ENSOARP00000000580	0	0	0	0	0.253	0	0	0.454	0.575
ICAM1	MUC1	9940.ENSOARP00000016801	9940.ENSOARP00000004043	0	0	0	0	0.088	0	0.095	0.554	0.600
ICAM1	NFKBIA	9940.ENSOARP00000016801	9940.ENSOARP00000008048	0	0	0	0	0.334	0	0	0.373	0.564
ICAM1	RELB	9940.ENSOARP00000016801	9940.ENSOARP00000010249	0	0	0	0	0.196	0.183	0	0.457	0.612
ICAM1	CCL2	9940.ENSOARP00000016801	9940.ENSOARP00000010324	0	0	0	0	0.282	0	0	0.785	0.839
ICAM1	SELE	9940.ENSOARP00000016801	9940.ENSOARP00000011870	0	0	0	0	0.066	0	0	0.926	0.928
ICAM1	NFKB1	9940.ENSOARP00000016801	9940.ENSOARP00000013630	0	0	0	0	0.145	0	0	0.480	0.537
ICAM1	CD274	9940.ENSOARP00000016801	9940.ENSOARP00000014478	0	0	0	0	0.068	0	0	0.517	0.530
ICAM1	EGFR	9940.ENSOARP00000016801	9940.ENSOARP00000014758	0	0	0	0	0	0	0	0.500	0.500
ICAM1	CCN2	9940.ENSOARP00000016801	9940.ENSOARP00000015287	0	0	0	0	0.103	0.065	0	0.405	0.457
ICAM1	CXCL8	9940.ENSOARP00000016801	9940.ENSOARP00000015557	0	0	0	0	0.252	0	0	0.322	0.472
ICAM1	IRF1	9940.ENSOARP00000016801	9940.ENSOARP00000016180	0	0	0	0	0.423	0.044	0	0.413	0.648
ICAM1	CSF2	9940.ENSOARP00000016801	9940.ENSOARP00000016551	0	0	0	0	0.102	0	0	0.677	0.698
ICAM1	PDGFRA	9940.ENSOARP00000016801	9940.ENSOARP00000020481	0	0	0	0	0.053	0	0	0.397	0.404
ICAM1	FGF7	9940.ENSOARP00000016801	9940.ENSOARP00000022568	0	0	0	0	0.114	0	0	0.354	0.404
ICAM1	CLDN1	9940.ENSOARP00000016801	9940.ENSOARP00000021989	0	0	0	0	0.103	0	0	0.418	0.456
ICAM1	THBS1	9940.ENSOARP00000016801	9940.ENSOARP00000021538	0	0	0	0	0.054	0.070	0	0.558	0.577
ICAM1	HMOX1	9940.ENSOARP00000016801	9940.ENSOARP00000019836	0	0	0	0	0	0	0	0.588	0.588
ICAM1	F3	9940.ENSOARP00000016801	9940.ENSOARP00000018602	0	0	0	0	0.080	0	0	0.604	0.620
ICAM1	CCL20	9940.ENSOARP00000016801	9940.ENSOARP00000022112	0	0	0	0	0.166	0	0	0.565	0.621
ICAM1	CSF1	9940.ENSOARP00000016801	9940.ENSOARP00000020785	0	0	0	0	0.388	0	0.095	0.470	0.680
ICAM1	LOC101114226	9940.ENSOARP00000016801	9940.ENSOARP00000019646	0	0	0	0.559	0.067	0	0	0.705	0.713
ICAM1	CXCL10	9940.ENSOARP00000016801	9940.ENSOARP00000017841	0	0	0	0	0.212	0	0	0.729	0.778
ICAM1	CD44	9940.ENSOARP00000016801	9940.ENSOARP00000020204	0	0	0	0	0.099	0	0	0.921	0.925
ID3	PHLDA1	9940.ENSOARP00000007843	9940.ENSOARP00000017935	0	0	0	0	0	0	0	0.436	0.436
IER3	TNFAIP3	9940.ENSOARP00000012288	9940.ENSOARP00000000580	0	0	0	0	0.111	0	0	0.466	0.505
IER3	ZFP36	9940.ENSOARP00000012288	9940.ENSOARP00000006501	0	0	0	0	0.080	0	0	0.694	0.707
IER3	BIRC3	9940.ENSOARP00000012288	9940.ENSOARP00000006810	0	0	0	0	0	0.083	0	0.470	0.493
IER3	NFKBIA	9940.ENSOARP00000012288	9940.ENSOARP00000008048	0	0	0	0	0.111	0	0	0.458	0.497
IER3	SGMS2	9940.ENSOARP00000012288	9940.ENSOARP00000009222	0	0	0	0	0	0	0	0.451	0.451
IER3	FILIP1L	9940.ENSOARP00000012288	9940.ENSOARP00000019192	0	0	0	0	0	0	0	0.410	0.410
IER3	PHLDA1	9940.ENSOARP00000012288	9940.ENSOARP00000017935	0	0	0	0	0.111	0	0	0.425	0.467
IER3	NFKBIZ	9940.ENSOARP00000012288	9940.ENSOARP00000019997	0	0	0	0	0.111	0	0	0.460	0.499
IFIH1	HERC5	9940.ENSOARP00000006578	9940.ENSOARP00000000543	0	0	0	0	0.198	0	0.200	0.689	0.783
IFIH1	TRIM38	9940.ENSOARP00000006578	9940.ENSOARP00000001584	0	0	0	0	0.151	0.143	0.103	0.280	0.467
IFIH1	ADAR	9940.ENSOARP00000006578	9940.ENSOARP00000003137	0	0	0	0	0.147	0	0	0.466	0.525
IFIH1	RNF125	9940.ENSOARP00000006578	9940.ENSOARP00000006559	0	0	0	0	0	0.131	0.905	0.371	0.943
IFIH1	SP110	9940.ENSOARP00000006578	9940.ENSOARP00000022170	0	0	0	0	0.344	0.103	0.069	0	0.404
IFIH1	ZNFX1	9940.ENSOARP00000006578	9940.ENSOARP00000013394	0	0	0	0	0.198	0	0	0.302	0.416
IFIH1	MORC3	9940.ENSOARP00000006578	9940.ENSOARP00000014977	0	0	0	0	0.112	0	0	0.386	0.431
IFIH1	NMI	9940.ENSOARP00000006578	9940.ENSOARP00000009769	0	0	0	0	0.456	0	0	0.061	0.467
IFIH1	TANK	9940.ENSOARP00000006578	9940.ENSOARP00000007272	0	0	0	0	0.090	0	0.134	0.404	0.489
IFIH1	UBA7	9940.ENSOARP00000006578	9940.ENSOARP00000012874	0	0	0	0	0.144	0.064	0.245	0.258	0.491
IFIH1	TRIM56	9940.ENSOARP00000006578	9940.ENSOARP00000016384	0	0	0	0	0.049	0.134	0.090	0.414	0.502
IFIH1	TICAM1	9940.ENSOARP00000006578	9940.ENSOARP00000009342	0	0	0	0	0.090	0	0	0.477	0.503
IFIH1	ZC3HAV1	9940.ENSOARP00000006578	9940.ENSOARP00000011847	0	0	0	0	0.263	0.101	0	0.314	0.505
IFIH1	NLRC5	9940.ENSOARP00000006578	9940.ENSOARP00000020235	0	0	0	0	0.145	0.098	0.134	0.476	0.603
IFIH1	IRF1	9940.ENSOARP00000006578	9940.ENSOARP00000016180	0	0	0	0	0.175	0.110	0.044	0.572	0.659
IFIH1	UBC	9940.ENSOARP00000006578	9940.ENSOARP00000019508	0	0	0	0	0.064	0.571	0.271	0.044	0.682
IFIH1	PARP12	9940.ENSOARP00000006578	9940.ENSOARP00000013297	0	0	0	0	0.415	0.101	0	0.477	0.700
IFIH1	CXCL10	9940.ENSOARP00000006578	9940.ENSOARP00000017841	0	0	0	0	0.287	0	0	0.599	0.702
IFIH1	CMPK2	9940.ENSOARP00000006578	9940.ENSOARP00000015697	0	0	0	0	0.396	0	0	0.537	0.708
IFIH1	EPSTI1	9940.ENSOARP00000006578	9940.ENSOARP00000007966	0	0	0	0	0.673	0	0	0.303	0.762
IFIH1	PARP14	9940.ENSOARP00000006578	9940.ENSOARP00000021648	0	0	0	0	0.704	0.063	0	0.297	0.788
IFIH1	STAT2	9940.ENSOARP00000006578	9940.ENSOARP00000009831	0	0	0	0	0.242	0.064	0.137	0.727	0.810
IFIH1	TRIM25	9940.ENSOARP00000006578	9940.ENSOARP00000007514	0	0	0	0	0.066	0.455	0.105	0.670	0.829
IFIH1	PARP9	9940.ENSOARP00000006578	9940.ENSOARP00000021637	0	0	0	0	0.757	0.063	0	0.323	0.832
IFIH1	EIF2AK2	9940.ENSOARP00000006578	9940.ENSOARP00000010460	0	0	0	0	0.526	0.086	0.176	0.676	0.868
IFRD1	ATF3	9940.ENSOARP00000002561	9940.ENSOARP00000011261	0	0	0	0	0.133	0	0	0.483	0.532
IL15RA	TNFSF13B	9940.ENSOARP00000013675	9940.ENSOARP00000006026	0	0	0	0	0	0	0	0.410	0.410
IL15RA	LIF	9940.ENSOARP00000013675	9940.ENSOARP00000006769	0	0	0	0	0	0	0.650	0	0.650
IL15RA	LOC101103623	9940.ENSOARP00000013675	9940.ENSOARP00000009333	0	0	0	0	0	0	0.650	0.061	0.657
IL15RA	IL23A	9940.ENSOARP00000013675	9940.ENSOARP00000009923	0	0	0	0	0	0	0.650	0	0.650
IL15RA	CSF2	9940.ENSOARP00000013675	9940.ENSOARP00000016551	0	0	0	0	0	0	0.650	0.146	0.688
IL23A	PDGFRA	9940.ENSOARP00000009923	9940.ENSOARP00000020481	0	0	0	0	0	0	0.650	0	0.650
IL23A	EGFR	9940.ENSOARP00000009923	9940.ENSOARP00000014758	0	0	0	0	0	0	0.650	0	0.650
IL23A	IL15RA	9940.ENSOARP00000009923	9940.ENSOARP00000013675	0	0	0	0	0	0	0.650	0	0.650
IMPG2	LNPEP	9940.ENSOARP00000019625	9940.ENSOARP00000019317	0	0	0	0	0	0	0	0.521	0.521
INHBA	FST	9940.ENSOARP00000018756	9940.ENSOARP00000008709	0	0	0	0	0.190	0.790	0.963	0.580	0.997
INHBA	SMAD9	9940.ENSOARP00000018756	9940.ENSOARP00000011036	0	0	0	0	0	0.103	0.289	0.206	0.449
INHBA	BAMBI	9940.ENSOARP00000018756	9940.ENSOARP00000016286	0	0	0	0	0.134	0	0.172	0.305	0.458
INPP4B	SNX9	9940.ENSOARP00000012649	9940.ENSOARP00000004588	0	0	0	0	0	0	0	0.482	0.482
INPP4B	TYSND1	9940.ENSOARP00000012649	9940.ENSOARP00000006272	0	0	0	0	0	0	0	0.503	0.503
INPP4B	PIK3R1	9940.ENSOARP00000012649	9940.ENSOARP00000006294	0	0	0	0	0	0	0.900	0.148	0.911
INPP4B	PLEK	9940.ENSOARP00000012649	9940.ENSOARP00000021369	0	0	0	0	0	0	0	0.462	0.462
INPP4B	DOT1L	9940.ENSOARP00000012649	9940.ENSOARP00000015227	0	0	0	0	0	0	0	0.470	0.470
INSL6	RXFP4	9940.ENSOARP00000014458	9940.ENSOARP00000007164	0	0	0	0	0	0	0	0.734	0.734
IPMK	COQ10B	9940.ENSOARP00000013867	9940.ENSOARP00000016585	0	0	0	0	0	0	0	0.410	0.410
IPMK	ETNK1	9940.ENSOARP00000013867	9940.ENSOARP00000021600	0	0	0	0	0.144	0.047	0	0.584	0.631
IRAK2	TIFA	9940.ENSOARP00000005327	9940.ENSOARP00000000299	0	0	0	0	0	0.101	0.407	0.149	0.506
IRAK2	TNFAIP3	9940.ENSOARP00000005327	9940.ENSOARP00000000580	0	0	0	0	0.090	0.099	0.134	0.474	0.576
IRAK2	MAP2K3	9940.ENSOARP00000005327	9940.ENSOARP00000002773	0	0	0	0	0.090	0.100	0.346	0.250	0.544
IRAK2	BIRC3	9940.ENSOARP00000005327	9940.ENSOARP00000006810	0	0	0	0	0.066	0.106	0.105	0.299	0.406
IRAK2	NFKB1	9940.ENSOARP00000005327	9940.ENSOARP00000013630	0	0	0	0	0.090	0.103	0.202	0.234	0.434
IRAK2	NCOA7	9940.ENSOARP00000005327	9940.ENSOARP00000008463	0	0	0	0	0	0	0	0.477	0.477
IRAK2	TICAM1	9940.ENSOARP00000005327	9940.ENSOARP00000009342	0	0	0	0	0.065	0.106	0.257	0.374	0.559
IRAK2	UBC	9940.ENSOARP00000005327	9940.ENSOARP00000019508	0	0	0	0	0	0.103	0.531	0.048	0.564
IRAK2	RELB	9940.ENSOARP00000005327	9940.ENSOARP00000010249	0	0	0	0	0.087	0.107	0.258	0.371	0.568
IRAK2	NFKBIA	9940.ENSOARP00000005327	9940.ENSOARP00000008048	0	0	0	0	0.066	0.103	0.260	0.404	0.581
IRAK2	RIPK2	9940.ENSOARP00000005327	9940.ENSOARP00000012001	0	0	0	0.571	0.067	0.111	0.510	0.122	0.595
IRF1	TNFAIP3	9940.ENSOARP00000016180	9940.ENSOARP00000000580	0	0	0	0	0.182	0	0	0.460	0.539
IRF1	IFIH1	9940.ENSOARP00000016180	9940.ENSOARP00000006578	0	0	0	0	0.175	0.110	0.044	0.572	0.659
IRF1	BIRC3	9940.ENSOARP00000016180	9940.ENSOARP00000006810	0	0	0	0	0.076	0.143	0.055	0.328	0.430
IRF1	TRIM25	9940.ENSOARP00000016180	9940.ENSOARP00000007514	0	0	0	0	0.064	0.072	0.060	0.393	0.438
IRF1	NFKBIA	9940.ENSOARP00000016180	9940.ENSOARP00000008048	0	0	0	0	0.346	0.058	0.052	0.463	0.644
