"Geneid","Length","SRR21623193","SRR21623194","SRR21623195","SRR21623196","SRR21623197","SRR21623198"
"KRTCAP2",525,2730,1791,2666,1852,2035,2105
"DPM3",489,152,136,193,84,124,144
"SLC50A1",1039,1444,989,1230,676,947,890
"EFNA1",2036,167,189,290,185,203,223
"EFNA3",4133,16,10,14,6,30,2
"EFNA4",1422,136,98,122,47,61,50
"ADAM15",2983,854,458,657,407,548,524
"DCST1",2320,2,2,8,2,8,2
"DCST2",2461,46,19,49,12,35,30
"ZBTB7B",2160,807,452,716,364,655,491
"FLAD1",2104,727,403,634,265,410,343
"CKS1B",795,902,765,866,681,739,639
"SHC1",4143,4701,3499,4776,3183,4430,4046
"PYGO2",4288,5082,3993,4380,2402,3471,3212
"LOC101104627",840,82,51,116,40,81,75
"PBXIP1",2655,2394,1262,2180,1010,1477,1201
"PMVK",1776,350,184,292,111,171,178
"KCNN3",17178,266,206,118,76,156,130
"LOC105608947",413,22,26,16,56,78,58
"ADAR",6413,8115,5155,7623,16227,21155,19676
"CHRNB2",2640,8,0,18,40,22,32
"LOC106990860",1058,2,4,4,32,11,30
"UBE2Q1",1936,2032,1554,1957,1585,2099,2014
"TDRD10",6085,222,148,167,371,521,511
"SHE",5910,31,14,20,40,10,8
"IL6R",5073,740,541,610,371,383,408
"ATP8B2",4724,11739,8969,11330,4601,6555,6036
"AQP10",2673,43,26,17,29,63,51
"HAX1",1685,1282,876,1225,822,1040,938
"UBAP2L",8995,11184,8644,10638,6629,8864,8084
"C1H1orf43",1879,5727,4004,5131,2746,3938,3526
"C1H1orf189",1004,98,111,130,142,288,210
"TPM3",2718,15930,13174,15899,11510,15056,13467
"LOC105608943",1716,10,4,4,6,7,6
"LOC106990786",1570,8,16,2,8,14,30
"LOC105608944",663,20,17,23,20,43,37
"NUP210L",6122,247,265,229,266,320,284
"LOC106990858",375,148,105,116,123,152,159
"RPS27",440,6732,5656,6956,5849,7019,6964
"LOC106990859",392,23,53,18,16,31,37
"RAB13",1249,1443,1102,1269,889,1176,1019
"JTB",886,2333,1591,1873,1026,1106,1203
"CREB3L4",2497,206,136,145,129,182,240
"SLC39A1",2617,9978,6867,8650,4875,6416,5723
"CRTC2",2805,1079,648,898,705,892,896
"DENND4B",6668,1361,815,1326,675,861,870
"GATAD2B",6771,2645,2352,2382,2296,3155,2924
"SLC27A3",3457,153,166,154,154,264,212
"INTS3",4527,5238,3764,4660,2854,4161,3760
"LOC106990802",1619,172,94,116,44,54,46
"NPR1",4504,204,166,207,54,124,104
"ILF2",1651,18593,14205,16514,11782,14765,13584
"SNAPIN",1165,1045,770,1064,372,529,453
"CHTOP",1808,9538,6860,8268,6431,8413,7906
"S100A1",664,0,0,0,0,6,0
"S100A16",1717,8191,5814,7760,4940,6178,6055
"S100A2",568,2558,1665,2992,1830,2254,1871
"S100A3",913,4,4,2,4,4,0
"S100A4",613,5814,4391,6037,3215,4146,3376
"S100A5",1613,168,78,152,116,114,110
"LOC101104285",493,0,0,0,0,0,0
"LOC101122657",1098,0,0,0,0,0,0
"LOC105608935",6115,27,28,22,14,19,28
"LOC105605555",1026,0,0,0,4,0,0
"LOC105605551",1992,0,0,0,0,0,4
"S100A8",517,0,0,0,0,0,0
"LOC101103771",565,4,0,0,0,0,0
"S100A9",712,0,0,0,0,0,0
"LOC106990857",1688,0,2,0,2,0,0
"PGLYRP4",3905,8,4,6,2,10,10
"LOC101121908",3850,6,0,4,8,12,0
"PRR9",1301,0,10,2,0,4,0
"LELP1",561,2,4,2,2,0,0
"LOC105615733",672,8,3,0,4,0,0
"PRD-SPRRII",591,449,316,459,356,460,410
"LOC106990856",199,0,0,3,0,0,0
"LOC105615728",828,6,0,0,0,0,0
"LOC105615729",651,0,0,2,0,0,0
"LOC105615730",295,4,3,5,5,5,9
"LOC101121654",899,20,14,14,16,14,10
"LOC105615732",363,2,4,0,0,0,4
"LOC106990750",270,0,0,0,0,0,0
"LOC105613517",787,2,0,0,0,0,0
"LOC101102105",852,2,0,0,0,0,0
"SPRR4",826,0,2,0,0,0,0
"LOC106990801",816,0,0,0,0,0,0
"IVL",1643,0,0,0,0,0,2
"SMCP",764,0,0,0,0,0,0
"LOC101122906",628,0,0,0,0,0,0
"LOC101122647",725,0,0,0,0,0,0
"LOC105613519",690,0,10,14,10,6,3
"LOC105605549",489,0,4,4,2,0,2
"LOC101122482",683,599,550,528,280,364,319
"KPRP",2827,2,0,2,0,0,0
"C1H1orf68",1044,99,66,66,12,2,9
"LOC101121986",590,0,0,0,0,0,0
"LOC101121728",617,6,10,11,2,4,0
"LOC106990821",681,0,0,0,0,0,0
"LOC105614406",743,62,42,78,12,8,6
"LOC101121473",1081,2,2,0,0,0,0
"LOC101121219",2724,10,0,2,0,16,6
"LOC101120628",6692,4,4,2,0,8,10
"LOC105614079",1856,7,12,0,14,6,4
"LOC101120378",4340,10,23,12,9,4,12
"LOC105613042",3979,178,126,182,88,126,128
"LOC106990800",1034,32,28,49,24,46,37
"RPTN",6020,14,12,10,4,14,8
"LOC101120969",5587,162,82,96,65,76,103
"TCHHL1",6561,79,97,92,65,94,76
"LOC105613035",4280,43,64,43,50,53,60
"LOC105613034",3117,11,39,29,22,33,28
"S100A11",541,55354,40396,56436,40156,51016,46780
"LOC105613037",3133,26,27,50,123,180,187
"S100A10",1376,25860,18586,22877,22166,26784,26035
"LOC105615685",6028,1763,1247,1569,538,818,768
"THEM4",2589,725,470,686,557,803,630
"THEM5",1113,0,0,0,0,0,0
"C2CD4D",2274,2,2,2,1,1,2
"RORC",2615,34,20,48,4,6,12
"LINGO4",4193,0,0,10,8,0,2
"TDRKH",2573,84,96,78,41,115,70
"OAZ3",1076,63,45,52,18,36,31
"MRPL9",1493,939,578,933,460,580,569
"RIIAD1",6198,171,124,143,72,84,104
"CELF3",6466,32,44,50,27,46,48
"LOC101118491",811,1468,872,1439,1038,1451,1176
"SNX27",5484,5698,4646,5314,3352,4149,4244
"LOC105613572",3489,96,116,102,94,98,78
"LOC105613573",2041,104,108,120,76,122,127
"LOC106990855",2437,238,272,268,89,110,122
"TUFT1",2720,4755,3381,4269,1901,2400,2111
"CGN",5734,306,194,305,100,97,64
"LOC105613571",1439,18,12,48,25,20,40
"POGZ",11291,4851,3826,4512,4102,5423,5179
"PSMB4",938,8808,5667,8677,5183,7383,6526
"LOC105613574",778,2,2,8,0,12,10
"SELENBP1",2055,6098,3997,6122,2344,3327,2849
"RFX5",5027,3948,2939,3742,2032,2311,2122
"LOC105615655",1048,30,14,13,52,21,16
"PI4KB",3286,3474,2598,3422,2553,3150,3331
"ZNF687",6406,2491,1715,2300,428,532,535
"LOC101114737",525,6,0,4,0,2,4
"LOC101114479",1495,1587,903,1589,1059,1588,1159
"PSMD4",1362,2410,1788,2434,1799,2278,1907
"PIP5K1A",6928,5718,4730,5486,4347,5373,5596
"LOC105613775",1526,109,63,103,124,156,82
"VPS72",1363,1944,1422,1767,1059,1264,1317
"TMOD4",2345,126,108,129,102,120,176
"LOC101112865",1097,529,400,422,236,376,260
"LYSMD1",2478,358,334,432,142,258,199
"TNFAIP8L2",1503,47,31,28,8,24,42
"SEMA6C",5140,235,186,235,52,90,104
"LOC105615639",555,32,12,18,6,8,14
"GABPB2",5867,1013,753,971,569,760,712
"LOC106990854",1158,1325,812,1030,670,808,789
"LOC101111063",1778,3881,2662,3234,2114,2403,2703
"CDC42SE1",2895,6350,4700,6298,4263,5004,5042
"C1H1orf56",1811,57,100,60,71,129,90
"BNIPL",1929,137,141,181,134,168,207
"PRUNE",3253,2025,1628,1831,756,947,791
"LOC106990657",603,52,58,84,12,37,32
"ANXA9",1711,242,185,214,53,82,74
"FAM63A",4761,1242,962,1078,466,637,596
"CERS2",5325,16283,13395,15748,9421,13250,11914
"SETDB1",4494,2565,2072,2637,1114,1480,1351
"ARNT",2351,1577,1229,1474,884,1078,1105
"CTSK",3590,4460,3001,3748,2898,3440,3261
"LOC105612469",3416,190,217,150,167,192,279
"CTSS",1765,172,152,193,206,239,288
"HORMAD1",3092,9,24,32,32,74,50
"LOC105612468",708,164,162,141,158,212,258
"LOC106990454",962,638,381,584,534,759,505
"GOLPH3L",3061,6365,4736,5410,3495,4048,3996
"ENSA",1826,846,607,916,543,661,669
"MCL1",3312,41371,29653,35905,21736,26110,24683
"ADAMTSL4",5295,298,176,323,405,470,496
"LOC105612466",1902,22,24,25,46,76,59
"LOC101106125",567,0,2,0,4,12,2
"ECM1",2539,192,145,183,187,222,205
"TARS2",4111,1621,1348,1840,864,1094,1024
"LOC105605169",2894,51,45,20,24,19,39
"LOC105605166",3050,72,75,46,37,64,54
"RPRD2",10810,5591,4566,4890,2262,2842,2908
"PRPF3",3116,2457,1901,2384,1567,2017,2048
"MRPS21",2312,2636,2034,2679,1999,2502,2322
"CIART",3262,643,473,625,398,526,504
"C1H1orf54",543,22,8,7,2,15,12
"APH1A",1755,3979,3195,4232,1560,2270,2012
"CA14",2818,111,79,77,86,161,133
"ANP32E",3636,8514,6317,7646,6951,8336,7870
"PLEKHO1",6199,5083,3397,4691,2055,2862,2652
"VPS45",5710,3288,2412,3029,1927,2425,2225
"OTUD7B",5758,4363,3011,3911,2434,3012,2944
"MTMR11",3466,344,325,286,628,695,710
"SF3B4",1607,1243,941,1346,886,1320,1154
"SV2A",4281,475,391,513,353,439,317
"BOLA1",1077,178,128,186,96,116,94
"LOC101122904",807,421,304,436,246,272,337
"LOC101122645",504,1030,588,1102,558,717,751
"LOC101122398",2336,5326,4014,5167,2238,2763,2696
"LOC101122148",581,815,475,887,446,595,621
"LOC101116011",1682,422,313,423,314,350,366
"LOC101121643",915,338,281,337,264,266,308
"LOC101121387",577,791,467,852,443,601,607
"LOC101115753",466,330,150,257,93,210,126
"LOC101120877",1066,171,82,219,103,120,117
"LOC101120455",497,6458,5965,7713,3662,4481,3976
"FCGR1A",1324,6,6,4,8,15,24
"LOC101120207",1632,8,2,7,4,23,12
"LOC101115504",775,5,2,0,0,8,4
"LOC105612463",1216,59,54,104,30,42,24
"LOC101119949",1735,2,4,4,0,0,4
"LOC105615520",1106,13,15,17,4,13,3
"LOC105615522",363,850,841,1111,554,684,761
"LOC101119431",1212,176,125,182,121,128,122
"LOC106990756",2793,2,24,4,11,12,15
"LOC106990853",867,1,1,11,8,8,6
"HFE2",2236,15,30,32,22,18,6
"TXNIP",2893,18933,14889,18343,9741,11606,10849
"POLR3GL",3104,782,584,705,358,405,374
"ANKRD34A",2579,78,27,44,13,28,10
"LIX1L",2888,8606,6222,7250,2591,2990,2987
"RBM8A",3551,3220,2328,3178,3126,3954,3611
"LOC101114745",1855,553,436,531,584,658,569
"PEX11B",1618,1345,1143,1414,614,670,617
"ITGA10",5944,456,325,365,339,479,522
"ANKRD35",3697,50,23,36,15,46,31
"PIAS3",4459,2309,1580,2078,920,1274,1012
"NUDT17",1919,716,476,650,314,346,318
"POLR3C",2489,1154,951,1066,632,658,687
"RNF115",2197,6673,5058,6030,2866,3293,3190
"PDZK1",3317,152,215,110,192,268,312
"GPR89A",1983,2148,1842,2170,1268,1400,1323
"GJA8",1323,0,0,0,0,0,0
"GJA5",3512,640,466,768,212,272,314
"LOC105615478",13508,78,87,54,23,48,39
"LOC105612133",1606,0,0,0,0,0,0
"ACP6",1709,1015,648,1055,537,702,547
"BCL9",8877,7349,5343,6846,4279,5508,5448
"LOC105612134",727,56,34,47,39,61,55
"LOC101113720",1143,2,0,0,0,0,6
"LOC101113455",945,0,0,0,0,0,0
"LOC101113192",1208,4,0,2,0,2,0
"CHD1L",9935,1628,1488,1783,867,1092,921
"FMO5",4369,1222,1158,1078,638,802,717
"PRKAB2",5729,11177,8049,9551,4837,6211,6030
"LOC101112943",4176,37,11,8,12,31,24
"LOC101112864",10729,3097,2457,3080,1602,1896,1851
"SEC22B",3680,13139,10803,12842,7075,8719,7792
"LOC106990323",444,119,158,190,162,123,163
"NOTCH2",10939,49396,36717,47395,27255,37100,34909
"LOC101112695",2562,6,9,8,18,27,15
"LOC101112445",3197,5,11,7,2,6,3
"LOC101112189",5589,11,4,10,8,6,10
"REG4",836,6,13,0,0,0,1
"HMGCS2",2064,12,10,9,13,2,16
"PHGDH",2325,11737,7059,10623,4609,6607,5631
"ZNF697",2081,376,247,363,218,452,402
"HSD3B1",1772,1532,1105,1316,622,734,742
"HAO2",2625,4,4,2,8,2,2
"WARS2",4331,1490,1108,1237,1059,1231,1264
"TBX15",4114,40,24,55,40,36,44
"LOC105610669",2084,0,0,0,0,0,0
"LOC105610670",2426,4,6,11,14,4,8
"SPAG17",8543,361,304,352,247,264,292
"WDR3",3723,4187,3274,4022,3592,4586,4374
"GDAP2",13160,10539,8240,10009,10726,13132,12449
"LOC105610673",4955,6,4,6,42,36,19
"FAM46C",5631,850,619,884,1284,1343,1352
"LOC105610672",1516,0,1,2,0,7,2
"MAN1A2",8568,8431,6495,7930,5934,7350,7025
"VTCN1",6827,4,16,0,4,12,2
"TRIM45",3224,379,246,433,125,166,185
"TTF2",3833,2646,1913,2809,1670,2399,2172
"CD101",6845,85,52,59,58,90,92
"PTGFRN",5978,7993,5835,7327,4072,5567,5140
"CD2",1792,0,0,2,0,0,0
"IGSF3",7028,563,447,518,279,466,426
"LOC106990460",1642,50,29,29,8,22,19
"CD58",7560,6454,5349,6526,4750,6248,5392
"ATP1A1",3655,28425,22140,29302,18716,25684,22622
"LOC105612518",1779,8,3,0,0,2,0
"LOC101106214",844,172,164,166,116,212,140
"LOC105615359",1857,0,0,0,0,0,0
"MAB21L3",3703,71,71,36,34,16,30
"SLC22A15",4951,222,277,212,161,249,187
"LOC105612514",5749,46,42,62,44,63,26
"LOC105612513",1268,2,0,0,0,2,0
"NHLH2",2021,0,0,6,4,0,2
"LOC101110112",796,137,115,183,146,211,130
"CASQ2",2635,30,37,36,6,28,26
"VANGL1",9016,4376,3591,4085,2510,3610,3200
"LOC101104793",1598,0,0,0,0,0,0
"NGF",12465,794,876,913,1376,1423,1607
"TSPAN2",1669,152,120,131,73,58,61
"TSHB",601,0,6,2,0,0,0
"SYCP1",4230,0,0,2,4,0,4
"SIKE1",1478,979,598,888,752,714,621
"CSDE1",4358,42946,29347,37747,28654,37309,32536
"NRAS",1315,9006,6298,7717,4977,6078,5847
"AMPD1",2389,24,19,21,88,124,153
"DENND2C",5131,575,428,553,483,571,486
"LOC101109325",760,734,322,308,324,720,635
"LOC101123338",876,544,184,194,200,472,473
"TRIM33",9303,7421,5940,6838,5104,6402,6170
"SYT6",6214,15,8,28,18,3,0
"LOC105609239",6251,86,74,104,48,76,62
"OLFML3",1891,1424,1122,1562,814,1155,1029
"HIPK1",8533,13643,10624,12685,7688,9282,9732
"DCLRE1B",3982,2297,1677,2304,640,793,743
"AP4B1",3146,779,586,660,154,238,252
"BCL2L15",3232,64,62,60,53,82,60
"LOC101108801",528,566,440,559,407,520,486
"PTPN22",5802,300,263,246,153,230,189
"RSBN1",8388,4500,3563,3898,3002,3672,3455
"LOC105615308",1429,541,465,473,256,352,265
"PHTF1",5227,2294,1608,1888,875,1038,1030
"LOC101118649",831,558,341,589,454,568,476
"MAGI3",6422,4550,3810,4666,2429,3340,2734
"LOC105609244",6209,606,520,613,199,169,285
"LRIG2",4977,3446,2647,3038,1777,2173,1930
"SLC16A1",7895,24355,18096,21589,11214,14016,12681
"LOC106990293",4234,20,10,18,2,16,10
"LOC105609250",388,11,5,13,5,2,3
"LOC101108016",3154,604,438,512,152,185,207
"FAM19A3",4282,329,239,270,126,145,118
"PPM1J",2955,243,119,242,153,166,188
"RHOC",1184,11429,7676,11156,8071,10418,10245
"MOV10",3476,3518,2132,3052,3080,4068,3783
"CAPZA1",2426,17369,11989,15488,13706,16171,14704
"ST7L",7518,1122,1007,1158,652,818,777
"WNT2B",2274,249,231,238,96,118,73
"LOC105605160",765,74,88,60,65,94,74
"CTTNBP2NL",5105,6236,4957,5796,4247,5550,5077
"KCND3",9944,286,330,389,273,285,292
"DDX20",3245,2070,1694,2141,1141,1294,1204
"FAM212B",1164,24,13,22,4,10,1
"RAP1A",10777,5916,3717,4628,4949,6227,5507
"ADORA3",1179,27,28,32,17,33,14
"TMIGD3",1012,43,36,78,49,53,46
"C1H1orf162",1491,86,82,64,213,300,246
"ATP5F1",1177,14943,10826,13748,9137,11413,10252
"WDR77",5427,5606,4314,5573,2403,3363,2898
"OVGP1",2034,128,143,106,251,353,398
"LOC106990799",992,0,0,0,0,12,4
"LOC101114067",986,0,0,0,0,0,2
"LOC105609259",720,0,0,1,0,0,1
"LOC101113807",1768,14,23,48,59,42,60
"LOC101106738",1311,0,0,0,0,0,0
"PIFO",1566,0,0,0,0,0,0
"CHIA",1715,0,0,0,0,0,0
"LOC101106487",1326,0,0,0,0,0,0
"LOC101106229",1719,4,0,4,0,2,0
"LOC105609260",2495,4,18,0,26,20,10
"DENND2D",2959,73,52,110,119,186,162
"CEPT1",2395,2618,2016,2566,2042,2314,2008
"LOC105615255",544,60,28,39,37,66,49
"DRAM2",4410,6332,4478,5606,4884,5884,5032
"LOC105609261",2752,0,11,6,40,28,22
"LRIF1",5020,3579,2607,3180,6959,8008,7976
"CD53",1554,126,146,114,138,175,208
"LOC101105715",948,0,0,0,0,0,0
"KCNA3",8926,178,172,182,350,426,460
"LOC105607978",646,0,0,0,0,0,4
"KCNA2",4260,8,0,0,8,4,12
"LOC105615254",2615,0,0,0,0,0,0
"KCNA10",1536,0,1,0,2,0,0
"CYM",1292,8,0,0,0,6,0
"PROK1",1393,0,0,0,0,4,2
"LAMTOR5",647,1960,1249,1755,1115,1499,1246
"SLC16A4",3623,220,254,212,450,353,480
"RBM15",11061,4388,4025,4654,3013,3314,3532
"KCNC4",6268,26,10,8,18,8,8
"SLC6A17",7120,8216,6301,7967,2151,3371,2934
"UBL4B",611,0,0,0,0,0,0
"ALX3",5381,203,165,184,123,164,213
"STRIP1",3535,5860,4347,5631,2839,3575,3225
"AHCYL1",10153,16039,12582,14770,9486,12520,11495
"CSF1",4120,578,312,514,1370,1817,1746
"LOC101103942",1093,0,0,0,0,0,0
"EPS8L3",2512,0,4,0,2,0,4
"GSTM3",883,26,20,36,26,28,22
"LOC101108705",3711,255,105,234,78,84,73
"LOC101108092",1684,1539,1022,1366,956,1102,1030
"LOC106990219",717,2,0,3,0,1,2
"LOC101107831",2384,210,189,210,172,170,152
"LOC101107401",1720,426,292,433,191,283,240
"AMPD2",3877,3204,2323,3239,1801,2312,2350
"GNAT2",1609,817,834,915,1297,1370,1421
"GNAI3",4230,13486,9493,12205,9398,11434,10896
"GPR61",7385,92,38,84,83,90,86
"AMIGO1",5036,536,352,406,86,104,86
"LOC101105614",8212,750,537,663,374,538,606
"ATXN7L2",4765,404,313,438,234,348,390
"SYPL2",1226,6,21,19,10,14,0
"LOC105607971",6264,47,24,24,14,10,18
"PSMA5",1013,6669,4965,6361,7087,8361,8196
"SORT1",2759,4749,3319,4566,3071,3890,3285
"MYBPHL",8821,8067,5833,6630,4858,6060,5761
"PSRC1",2595,340,337,453,206,278,209
"CELSR2",11045,336,278,303,180,282,261
"SARS",1817,8073,5262,7353,5722,7589,6751
"KIAA1324",5776,40,54,47,12,46,16
"LOC105607968",693,77,36,46,22,40,18
"C1H1orf194",687,29,24,28,18,14,13
"TMEM167B",2684,5712,4276,4904,3440,4035,3584
"TAF13",1453,1977,1439,1684,1921,2244,2084
"WDR47",5464,4139,3154,4012,2772,3388,3196
"LOC105607966",338,189,128,170,123,128,121
"CLCC1",5972,2495,1998,2271,1233,1653,1552
"GPSM2",3166,7740,5839,7034,4082,5111,4433
"AKNAD1",5340,156,180,108,296,198,296
"STXBP3",2230,3653,2544,3269,3515,4321,3726
"FNDC7",2214,21,23,11,78,55,43
"PRPF38B",2939,1808,1245,1578,1234,1379,1193
"HENMT1",2070,68,9,31,12,20,30
"FAM102B",5085,2444,1824,2232,1713,2118,1998
"LOC101102447",2719,0,0,9,0,0,0
"LOC101121385",1960,0,6,0,0,0,0
"SLC25A24",3434,5767,4330,5005,3934,4665,4251
"VAV3",7886,0,6,4,10,8,8
"LOC105605158",683,1497,1142,1621,1101,1430,1190
"LOC106990851",7569,42,44,52,14,6,6
"NTNG1",5172,208,104,179,48,66,92
"PRMT6",2856,396,410,488,134,144,96
"LOC101102199",856,0,0,0,0,0,0
"LOC101119348",998,523,355,522,292,470,362
"LOC101123262",983,118,54,114,49,75,81
"LOC101123007",632,0,0,0,0,0,0
"LOC101122754",432,0,0,0,0,0,0
"LOC101119090",322,52,29,24,38,65,71
"LOC101122494",1093,68,74,71,53,54,32
"LOC101118831",1573,5,2,0,10,26,22
"LOC101118573",2019,127,62,106,174,199,164
"RNPC3",7947,2366,2012,2167,1654,2140,1852
"COL11A1",7165,24357,16063,21149,11970,15517,14174
"LOC101117289",1002,567,466,565,266,339,302
"LOC101117031",1331,0,0,0,0,0,0
"LOC101116781",1410,16,9,15,16,19,13
"LOC101116523",1478,62,26,57,86,89,81
"OLFM3",4518,8,14,2,6,4,4
"LOC105610866",4632,0,2,0,4,0,0
"S1PR1",4466,502,370,384,1792,2160,2054
"LOC106990850",9419,244,190,242,201,217,194
"LOC105615110",1915,45,38,30,8,16,28
"LOC105615111",9484,472,349,533,546,625,627
"DPH5",3603,1169,1028,1115,911,1120,991
"SLC30A7",1131,4322,3462,4058,2450,3035,2775
"EXTL2",5000,2005,1452,1580,1026,1146,1223
"LOC101114829",578,6,0,0,0,2,0
"LOC101114226",3057,12,16,24,521,717,656
"LOC101113636",3118,6,4,32,132,201,209
"LOC105615088",3041,8,6,0,2,4,4
"GPR88",4056,6,0,8,7,8,0
"CDC14A",12588,2690,2363,2692,2751,3744,3558
"LOC105610863",3504,118,146,142,270,302,292
"LOC105615083",6451,418,454,349,674,608,584
"RTCA",2658,1775,1489,1837,1612,1875,1769
"DBT",2824,3152,2010,2219,2052,2454,2305
"LOC101120719",1554,4,2,10,8,8,2
"LRRC39",2133,548,400,560,394,487,472
"TRMT13",1858,586,518,694,328,408,344
"SASS6",4022,1670,1434,1630,1107,1320,1175
"MFSD14A",5615,6961,4955,5865,4752,5504,5113
"SLC35A3",6787,5439,4098,4693,4094,4862,4615
"LOC105615079",555,35,26,30,25,17,18
"AGL",5684,6668,5533,6572,4584,5732,5339
"FRRS1",2690,268,216,232,177,205,151
"PALMD",2286,230,177,197,177,172,192
"PLPPR4",4829,6,8,16,12,2,22
"PLPPR5",1711,726,624,747,396,433,432
"LOC105614135",3721,20,24,14,8,0,16
"SNX7",7700,1161,971,1018,605,885,737
"LOC105615049",644,0,0,0,4,0,0
"LOC105615043",1084,0,0,0,0,0,0
"LOC105615038",3421,0,0,0,4,2,0
"LOC105611650",556,0,0,0,0,0,2
"LOC105611648",2132,6,2,0,6,4,0
"DPYD",6317,274,215,258,172,215,149
"LOC106990849",2671,358,302,326,442,440,412
"PTBP2",3359,3232,2933,3492,3175,3533,3417
"LOC101120212",2146,6,0,0,0,2,8
"RWDD3",1785,280,212,220,138,228,182
"LOC101108787",10800,447,289,368,371,402,312
"ALG14",731,749,626,746,618,667,770
"CNN3",1793,23619,18363,23363,15553,20206,17456
"SLC44A3",2482,246,241,260,152,235,216
"F3",1915,1116,853,1188,1824,2111,2005
"ABCD3",3399,5534,4077,4969,2625,3192,3018
"ARHGAP29",5260,17148,13083,16191,16538,21000,19702
"ABCA4",13491,870,584,701,576,848,875
"LOC105605497",1546,6,9,6,4,16,4
"GCLM",5293,7287,6040,7312,6268,7460,7588
"DNTTIP2",4264,1686,1086,1691,1122,1407,1237
"LOC105614981",2003,65,47,72,106,91,112
"BCAR3",11680,6327,5030,6069,3554,4696,4280
"FNBP1L",5903,9288,7046,8565,6335,7321,7046
"LOC101106123",546,2057,1538,2213,1256,1641,1325
"DR1",6582,9617,6519,8148,7485,8983,8546
"CCDC18",6127,280,298,332,237,262,247
"TMED5",3823,6791,5067,5715,5473,6197,5920
"MTF2",7112,4269,2996,3542,2832,3196,3125
"LOC106990430",898,0,0,0,2,0,2
"FAM69A",4382,1562,1151,1442,1158,1472,1180
"RPL5",2233,21720,14833,18725,16638,19775,18019
"EVI5",5509,2368,1871,2277,1758,2168,2063
"GFI1",2816,44,45,56,28,45,35
"RPAP2",9531,1573,1426,1603,1201,1213,1214
"GLMN",2716,2394,1932,2376,1488,1708,1595
"C1H1orf146",5058,145,158,152,162,140,191
"KIAA1107",7266,1780,1373,1632,907,1255,1043
"LOC101116368",3108,2,6,1,8,2,4
"EPHX4",1189,0,0,2,0,0,0
"BRDT",4637,0,2,1,0,8,0
"TGFBR3",7360,1786,1273,1358,574,788,683
"CDC7",3902,1597,1363,1696,834,1076,1213
"LOC101115846",840,11,12,13,20,14,0
"LOC105613303",2400,342,254,391,152,241,175
"HFM1",5708,197,148,197,143,137,108
"LOC101115594",1562,0,6,0,0,12,2
"LOC106990848",528,22,74,52,26,26,35
"ZNF644",13534,7943,6548,7698,6266,6716,6770
"BARHL2",3863,1,6,6,4,0,0
"LOC443297",640,219,96,214,152,193,194
"ZNF326",2736,1966,1518,1698,1576,2060,1804
"LRRC8D",12531,6066,5301,5997,4135,5522,5055
"LOC105611344",2007,8,4,2,6,4,18
"LRRC8C",10678,16372,13157,15225,24096,29800,28067
"LOC105611345",3333,857,561,790,584,583,562
"LRRC8B",10412,6974,6100,7090,4046,5041,4755
"LOC101121130",882,71,47,55,38,58,47
"LOC101120875",5296,76,79,44,248,344,252
"LOC101114579",2532,0,0,0,3,4,14
"LOC101114327",1605,2,0,4,2,10,2
"LOC101114077",3974,0,2,2,3,8,8
"LOC101120617",6825,0,0,0,2,16,12
"GBP5",2418,160,27,74,2511,3161,2571
"LOC101113817",1485,24,12,40,206,303,201
"LOC105614852",755,22,6,6,75,120,106
"LOC101119773",2321,7,4,0,16,38,9
"LOC101119517",4307,359,116,235,1854,2498,2287
"CCBL2",2003,828,611,752,609,748,721
"GTF2B",1665,1758,1408,1896,1975,2535,1976
"PKN2",5490,9290,7243,8680,6037,6840,6585
"LOC101113557",1572,0,0,0,0,4,0
"LOC105609236",2193,10,2,16,4,3,0
"LMO4",1836,16764,13996,16224,7322,9414,9047
"LOC105609234",2085,2,4,2,0,2,0
"LOC106990847",758,1584,1157,1437,916,1126,1114
"LOC105609233",2134,7050,5470,6442,4172,5021,5149
"HS2ST1",6370,7024,5682,6702,4562,5868,5388
"LOC101117287",1659,16290,11401,14381,12176,13819,13045
"LOC105614834",3446,94,100,144,84,86,66
"SH3GLB1",6347,18033,13836,16418,19926,24614,22786
"LOC105609232",3895,21,62,47,19,34,24
"LOC101116267",6230,217,258,270,156,178,168
"LOC106990167",3113,796,618,711,422,525,409
"LOC101116002",5176,1364,1106,1322,595,826,758
"CLCA4",3190,10,9,14,5,24,0
"CLCA1",2842,8,0,6,4,6,8
"CLCA2",3753,102,28,70,42,80,46
"LOC105609231",504,26,10,48,4,15,18
"ODF2L",4194,860,572,760,467,505,448
"COL24A1",6833,777,566,672,307,413,403
"ZNHIT6",3219,897,664,878,828,970,964
"LOC105609229",6382,624,497,601,249,341,341
"LOC106990846",3458,2122,1636,2082,693,953,796
"CYR61",2057,22991,18720,24810,16569,22715,20607
"LOC105609228",2882,161,174,174,152,150,136
"DDAH1",5189,55937,41016,48684,26293,34180,32494
"LOC101113111",1449,214,157,283,174,266,207
"LOC105609227",1715,19,14,28,27,41,30
"BCL10",2057,2295,1672,1928,2112,2414,2173
"C1H1orf52",1646,584,433,581,511,630,502
"SYDE2",14871,260,252,253,105,116,150
"LOC105614794",2784,38,16,37,32,30,27
"WDR63",4044,29,20,20,32,42,25
"MCOLN3",3645,0,0,0,2,0,0
"LOC101111674",3089,10,3,7,4,5,4
"MCOLN2",3207,4,9,10,14,22,11
